zone,is_goal,is_saved,is_right_foot,end_y,end_z,player,team,match_id,competition_id,technique
2,0,1,1,42.7,0.3,Harry Kane,England,3795221,55,Normal
0,0,1,0,37.2,0.2,Ricardo Iván Rodríguez Araya,Switzerland,3794691,55,Normal
6,1,0,1,37.4,1.9,Mario Gavranović,Switzerland,3794691,55,Normal
6,1,0,1,36.7,2.2,Paul Pogba,France,3794691,55,Normal
5,1,0,1,43.1,1.7,Fabian Lukas Schär,Switzerland,3794691,55,Normal
5,1,0,0,42.8,0.9,Olivier Giroud,France,3794691,55,Normal
0,1,0,1,36.4,0.2,Manuel Obafemi Akanji,Switzerland,3794691,55,Normal
3,1,0,1,36.6,0.9,Marcus Thuram,France,3794691,55,Normal
0,1,0,1,37.1,0.5,Ruben Vargas,Switzerland,3794691,55,Normal
8,1,0,0,43.2,2.1,Presnel Kimpembe,France,3794691,55,Normal
2,1,0,1,43.5,0.5,Admir Mehmedi,Switzerland,3794691,55,Normal
3,0,1,1,37.6,1.6,Kylian Mbappé Lottin,France,3794691,55,Normal
0,1,0,1,37.1,0.2,Memphis Depay,Netherlands,3788756,55,Normal
5,1,0,1,42.7,0.9,Cristiano Ronaldo dos Santos Aveiro,Portugal,3788752,55,Normal
2,0,1,1,42.6,0.2,Pierre-Emile Højbjerg,Denmark,3788742,55,Normal
3,0,1,1,38.0,1.1,Álvaro Borja Morata Martín,Spain,3788775,55,Normal
0,1,0,1,36.2,0.4,Jodie Taylor,OL Reign,7443,49,Normal
5,0,1,0,42.4,1.3,Marta Vieira da Silva,Orlando Pride,7492,49,Normal
5,1,0,1,44.0,1.6,Lynn Raenie Williams,North Carolina Courage,7519,49,Normal
0,1,0,1,36.2,0.7,Yuki Nagasato,Chicago Red Stars,7475,49,Normal
6,1,0,1,36.4,2.3,Megan Anna Rapinoe,OL Reign,7478,49,Normal
3,0,1,1,36.6,1.0,Carli Anne Hollins,NJ/NY Gotham FC,7456,49,Normal
8,1,0,0,43.6,2.2,Alexandra Morgan Carrasco,Orlando Pride,7483,49,Normal
